model,test_year,mae,rmse
dynamic_baseline_marked_hawkes,2021,0.12313259140224808,0.15331162738384424
dynamic_baseline_marked_hawkes,2022,0.1121856593814564,0.14003132903525203
dynamic_baseline_marked_hawkes,2023,0.12950243264380557,0.17576888159735388
dynamic_baseline_marked_hawkes,2024,0.06937737692936535,0.0948747969253128
dynamic_baseline_marked_hawkes,2025,0.046947680164063144,0.06126997616468067
